Clf	 Gender			 Age			 Job			 Area_5			 Area_2			
dummy	0.5	0.5	0.5	------------------	------------------
log_reg	0.6759039869187584	0.548722755066636	0.664302655251422	------------------	------------------
svc	0.6158278338306751	0.4928578890844473	0.6731748481274098	------------------	------------------
ran_for	0.6922177854703044	0.5377214005236144	0.5833495734824007	------------------	------------------
