Clf	 Gender			 Age			 Job			 Area_5			 Area_2			
dummy	------------------	------------------	------------------	------------------	------------------
log_reg	------------------	------------------	------------------	------------------	------------------
svc	------------------	------------------	------------------	------------------	------------------
ran_for	------------------	------------------	------------------	------------------	------------------
